SalesID,SalesPrice
1228430,28320.187820585845
1228437,48508.009459573645
1228438,12713.821245098228
1228439,21047.24863472333
1228442,66558.75944014275
1228494,11269.212718646893
1228496,29896.187355976923
1228498,54595.46052792666
1228499,62464.490243534834
1228503,15888.829381939871
1228506,11577.76446253405
1228508,14666.03037472046
1228509,20194.737106342658
1228510,13239.99335835733
1228518,13483.750006024678
1228519,37331.606224856136
1228524,12032.671644864618
1228525,41378.09128575672
1228533,49500.2616376268
1228535,65446.406875372515
1228536,57565.1393794007
1228542,11845.453728754617
1228553,33675.53039372265
1228561,14551.897264100055
1228562,26442.665447297797
1228568,24424.989095065666
1228569,37782.49371747533
1228570,50681.717993854705
1228572,58291.49161247894
1228573,28178.493942364392
1228575,41105.141390687044
1228579,20990.49650067444
1228582,24191.208544723253
1228583,39354.601321558555
1228586,43441.84045709165
1228590,23586.13481246995
1228591,60894.0643780669
1228593,52404.48944188486
1228594,49756.58854997668
1228595,15140.483356342342
1228598,30672.051087287004
1228604,16440.12900726402
1228605,29487.759350481392
1228606,30908.306902162167
1228618,7726.509445125739
1228619,30536.318549005977
1228622,10759.339603438144
1228623,27692.876088291872
1228627,29093.518572974695
1228628,31208.8492001415
1228629,31860.119938818818
1228630,29772.317631675473
1228631,31580.426004586177
1228633,31789.97315851578
1228634,24624.414568067557
1228635,30192.32398428025
1228640,27113.10017633669
1228641,35010.62133270253
1228642,29666.938059836924
1228643,29208.303092901675
1228648,16301.227426444553
1228649,25202.727618630724
1228650,10600.567040421094
1228654,45374.19567060047
1228658,33503.10815726349
1228659,49338.65367127713
1228660,30083.434786294336
1228669,14604.812555351575
1228670,12195.25598021736
1228672,28607.944519139146
1228674,10877.64512774807
1228675,22007.707533237965
1228678,12866.883844381668
1228681,24180.287654140448
1228682,32446.508328503238
1228683,23172.759506450006
1228684,32176.7400254759
1228685,30642.238236264937
1228699,32886.37605565552
1228700,23829.948876516213
1228702,21367.993786828923
1228703,34489.69252618129
1228706,34046.73885365683
1228714,45253.1404675798
1228724,29084.08803746825
1228727,10488.112044625557
1228730,32309.343899474992
1228731,15624.081459637284
1228733,20336.97394583912
1228734,21753.334980146108
1228735,15304.09446301677
1228736,16214.075642392738
1228737,46381.13487286614
1228738,60376.99906552533
1228744,7625.328913695739
1228746,9347.62689021469
1228750,21399.57231246995
1228751,23400.53126923386
1228757,32261.38394602259
1228759,32284.250458335846
1228760,36599.8920558963
1228761,36376.712981398545
1228762,33640.629613898534
1228763,41161.608674394214
1228764,39514.747495189265
1228776,46904.12275172959
1228779,29765.101452961
1228781,36671.44312190432
1228785,25616.08730144815
1228788,27634.398908018145
1228789,13285.254442125424
1228794,38385.98662481214
1228795,40712.306069256585
1228809,28451.539313122805
1228816,20609.127608101677
1228818,15616.033572627271
1228822,18102.0818024228
1228824,21296.26614296651
1228829,20022.499229553727
1228831,29223.778470503818
1228833,36327.42172644056
1228835,22373.054783428805
1228837,23534.988932797078
1228846,29122.071716601473
1228847,22419.76472057355
1228850,25276.725576437024
1228854,24718.988530078022
1228858,25307.751425786548
1228859,42361.14813147378
1228863,50383.28360724887
1228865,30523.818499586167
1228866,43145.01525957273
1228867,33735.80411716541
1228871,53282.89532114334
1228872,42282.77899151931
1228874,12371.391337436717
1228876,13312.784185130318
1228877,13353.895296241428
1228878,13353.895296241428
1228879,11790.824747626171
1228881,16119.509908254753
1228888,8308.09794313976
1228890,15946.85891963961
1228894,12078.524994308724
1228896,8659.92388442848
1228899,22085.843891872017
1228902,42547.8801261644
1228907,60211.59992616387
1228914,17677.80746676354
1228919,27923.39269935753
1228922,11140.327057488434
1228924,32340.662996210012
1228926,29214.073105348587
1228929,40561.59538497354
1228933,87121.67250550698
1228935,9373.843206012984
1228936,9387.767336049614
1228940,42335.639960728106
1228946,44838.68493982367
1228951,27728.873314545577
1228952,27054.14669660906
1228953,60443.004291030615
1228969,40264.85050123595
1228985,21987.011573787386
1228994,27784.41472902957
1228995,23481.578446515097
1228996,12729.82066586613
1228997,12733.35693101081
1228998,33922.93693161307
1228999,25305.110150610057
1229003,13252.092349296665
1229004,13223.080225799247
1229005,13218.818862162883
1229006,36389.954767938034
1229007,26778.911321006133
1229008,12269.923196976311
1229009,16735.91299786274
1229017,23095.275284896397
1229025,13783.439349232209
1229027,19680.12335247097
1229028,33720.403364695165
1229043,15107.454337133231
1229047,10993.354029269663
1229049,18329.41421161566
1229052,18113.83321863358
1229053,20209.126111725214
1229054,25858.727373759095
1229055,31087.168916243176
1229057,32909.039973341125
1229065,35536.242270308496
1229080,12282.308558156463
1229083,22538.994458419333
1229086,40902.589131660825
1229087,27420.769461806467
1229092,32371.395980960573
1229096,16906.844775939288
1229099,22821.495760753696
1229100,20324.29085799093
1229101,19386.020348626047
1229102,55266.22027625153
1229103,30920.94539591759
1229104,15064.120963683012
1229105,33895.49645287204
1229112,21765.027331283978
1229114,44928.69819845561
1229119,48024.95984591389
1229128,19844.474681306612
1229129,28519.31450337159
1229133,66843.36751419376
1229135,73019.61239110774
1229137,22837.634968284638
1229138,47228.39220114036
1229139,11619.945508664452
1229140,51341.476285593075
1229142,11163.247897381396
1229143,11510.015624343974
1229148,10166.496210256173
1229150,58116.021130679605
1229220,8367.029032793187
1229223,46798.38672925063
1229227,34121.97425022948
1229236,37230.057659741506
1229241,13357.182825065369
1229242,22399.013109937878
1229257,41568.41250897365
1229262,11313.161511717772
1229289,17949.929854756694
1229290,28927.354912459403
1229291,11829.032798622162
1229292,18592.09446221764
1229293,18055.115360401578
1229295,12424.83403950972
1229296,16146.095626893055
1229300,57289.97660740317
1229314,55342.45971609875
1229315,42865.23282596392
1229316,17532.028046504147
1229321,12437.547781995454
1229322,23902.665269285237
1229323,26952.36850604962
1229324,24350.66661230496
1229329,24610.431684121428
1229331,22688.370257469738
1229336,52551.82278276924
1229337,61893.79647148088
1229338,42514.18033105499
1229344,21826.85512308147
1229353,26381.002248149598
1229368,18045.5330580909
1229372,12418.962253880387
1229387,9884.477099487343
1229388,12880.166015110193
1229395,65682.36922530943
1229396,54375.093155822935
1229397,31051.173268542178
1229399,44910.09277185962
1229402,9925.829021502734
1229403,8971.915009377877
1229409,50083.98345333716
1229415,59141.95063783396
1229422,37064.66615073523
1229425,12878.504930631581
1229428,12859.831646788884
1229429,13554.360513180005
1229439,46607.31831947292
1229443,28157.9046012383
1229444,8458.658238567166
1229454,14447.913656141647
1229455,8432.624035742334
1229459,18170.87500578841
1229463,7195.9644034693365
1229471,29881.69315459624
1229473,24367.699544773895
1229474,35269.16127845753
1229475,53175.61853629145
1229476,61769.903306295535
1229477,42655.05403258228
1229480,24396.83144312339
1229497,22614.364623981106
1229498,11261.650363401865
1229511,11545.412516932807
1229513,28684.664728754084
1229514,29136.466753453395
1229515,33575.256318905725
1229516,34067.508265989556
1229517,10757.654796211056
1229518,14620.791231523242
1229519,30290.362905831418
1229520,31697.465178558698
1229521,31697.465178558698
1229522,33289.62582167575
1229523,16472.151586587108
1229536,23260.981559554966
1229539,24135.64793442067
1229541,11719.045193820471
1229543,11146.277657449758
1229546,14662.356183485099
1229547,12172.391041961771
1229548,12962.991624948989
1229549,13589.714906417115
1229553,59647.94270198111
1229564,68999.1707060406
1229567,15679.562270901184
1229580,44126.03607252311
1229581,13394.114825662813
1229582,30157.781584824592
1229583,31341.42741815793
1229585,8257.899009024386
1229586,30800.459197067423
1229589,9666.585708873126
1229590,34973.906978814106
1229591,11391.635625801355
1229594,11517.458841414435
1229597,13269.86387215296
1229601,24905.5179550197
1229604,13020.378592216392
1229606,10856.159682992018
1229609,49814.494607681016
1229620,8215.240278865655
1229622,39289.811818298665
1229624,22265.988536585963
1229639,9436.649432249334
1229646,31974.464101666304
1229648,29858.226452961
1229649,10344.862223006754
1229654,29539.89311962766
1229656,19632.51793904354
1229657,30596.63670238215
1229671,19598.23058069381
1229672,20214.782877564896
1229676,21038.552667487013
1229677,30831.690801987388
1229679,11855.826043511657
1229680,25875.279274356966
1229681,17426.501209230853
1229689,65628.9023131581
1229690,33873.69508410192
1229691,58382.4134861928
1229708,19288.906837142556
1229711,20554.04045938295
1229726,29064.495914141327
1229728,67619.57356925923
1229729,68650.07605354403
1229730,15707.017703239742
1229734,24466.3871565526
1229739,7708.002412802627
1229740,17036.67932409858
1229741,12661.640627819035
1229742,9900.93626154225
1229743,13966.144977229666
1229754,15199.498865105485
1229759,38767.36414484629
1229762,21327.393312856006
1229763,11043.320818481941
1229772,38404.51938977346
1229775,34854.81623144396
1229777,25938.591098997338
1229783,25963.5308910055
1229784,49590.50756011596
1229785,41660.63474636145
1229789,23541.932831544364
1229790,26986.7872228853
1229795,30409.481661645455
1229798,20671.712944939056
1229804,21434.663373910185
1229807,27831.561992547144
1229809,14833.694671759155
1229810,23210.608882388682
1229811,17534.10588465542
1229812,60162.81873310298
1229814,26267.51104128182
1229816,30496.739413332667
1229817,21739.767888313312
1229820,55947.697588959345
1229821,10259.109482027783
1229822,11174.853615746997
1229825,27312.807154790517
1229827,12469.26985298091
1229832,11378.346895219718
1229841,27601.83073130388
1229842,29013.819914452604
1229848,39252.15600042515
1229860,27587.25682218361
1229862,15299.996425785032
1229869,18507.24237189875
1229873,47154.567098302214
1229874,61119.61309487295
1229875,46784.13568399601
1229876,14643.794153409912
1229877,11978.939285385015
1229878,49633.99417290226
1229879,15346.897629235778
1229884,15992.566583595273
1229889,62429.728424176225
1229890,64777.22656133211
1229893,39579.594626887716
1229896,23751.482390384383
1229902,47455.28068408098
1229905,30592.069593686756
1229906,23244.232326728623
1229907,24205.183682902247
1229908,21055.826839284513
1229910,12235.343452984305
1229924,32820.479201150156
1229927,24235.6684007066
1229928,20722.02133141984
1229929,84913.96572456807
1229930,21505.28440022254
1229932,54888.27820503655
1229934,12636.305056849757
1229937,37088.926291144555
1229939,37214.97138267182
1229942,11401.31528247553
1229948,25815.603094553026
1229955,17270.58460459156
1229970,8556.190706680529
1229974,63594.84587005272
1229975,64586.68286271692
1229977,18485.995830848056
1229999,24824.720691825372
1230003,26931.797130779956
1230004,22536.2367022121
1230005,24465.882743126527
1230008,12717.948567364008
1230010,14797.57008288839
1230011,9629.696044916043
1230014,14702.70871446968
1230018,26093.264973435013
1230019,25966.33226121969
1230020,8726.216829498475
1230021,8878.110281879426
1230022,24676.612305164166
1230025,25161.331624397702
1230029,13200.009015963331
1230030,13170.996892465915
1230032,45319.01164436913
1230037,21179.855721400116
1230038,21750.700503281438
1230039,27606.668186340445
1230041,24322.78457286178
1230047,25483.152370784526
1230094,30171.9898697672
1230106,55421.946233301016
1230114,24503.661141860593
1230117,65073.04965137203
1230120,24164.18411057896
1230121,13954.374372978957
1230122,23872.491228725263
1230123,40638.67884420092
1230133,14337.372755924054
1230139,16810.12882195863
1230140,8072.829832910039
1230146,31269.33570107649
1230149,14803.846960841449
1230150,27554.932747436316
1230156,67224.05128673713
1230162,72779.24423073271
1230165,31255.862991798367
1230166,31237.833312821516
1230167,34265.809536066656
1230169,57644.562372558226
1230170,75006.53890261691
1230171,56303.26267659714
1230172,25613.913598311
1230173,26444.216343776592
1230174,26714.536856597104
1230175,53238.84987949935
1230176,53947.40146680093
1230177,54143.73083188031
1230178,34590.1108867268
1230179,35170.43666287059
1230181,52192.30070974993
1230210,12915.30400643768
1230216,36809.47332874384
1230217,37707.657086999614
1230221,21752.863274239593
1230222,26256.41691256155
1230227,47578.13661179628
1230230,19479.621438690952
1230232,48167.808300351826
1230233,14098.261579493777
1230234,14411.733740040916
1230235,46135.17630959726
1230236,59763.30246299538
1230237,33092.956450054204
1230238,33663.62835549813
1230239,32132.155021094735
1230265,18626.945522818685
1230266,23524.159552178127
1230267,27399.51474289492
1230268,28083.36733441997
1230274,8447.102686539898
1230277,39240.84363950797
1230286,14955.416119243533
1230287,28929.785367176217
1230294,27951.138054471572
1230300,78998.92711819783
1230301,75109.56741744107
1230303,51781.684607343035
1230305,59737.23255423526
1230309,54067.56862010539
1230312,79132.2205950598
1230314,60550.406087985226
1230321,85095.86748727111
1230322,56013.17038965937
1230324,77639.72338800074
1230325,78450.54350531004
1230326,48367.52090638121
1230327,34195.59677057081
1230328,28538.253901200667
1230329,13961.950261214597
1230338,47338.011192335616
1230339,59495.49973680337
1230341,7517.544314313568
1230342,20266.695299719177
1230364,50199.91569904296
1230366,54115.614877683365
1230369,17771.778491329642
1230370,16597.455099196282
1230374,32542.27517285131
1230376,8905.302012954151
1230389,54390.94321450542
1230390,34458.48833641848
1230391,43242.05417311419
1230393,22124.840341439598
1230401,67388.79946990145
1230404,57886.978764923486
1230405,9878.607584102756
1230409,10498.482027647276
1230410,10294.254927133412
1230411,10543.625876853625
1230412,10784.514155241903
1230413,10234.07518857132
1230414,17346.069470551378
1230420,55561.920499478154
1230421,64570.07706989732
1230422,22001.22591186441
1230423,22100.53146741997
1230424,21999.82834241997
1230425,22699.381913848538
1230426,23225.11691669291
1230427,23881.933632962755
1230428,23583.71934724847
1230429,23055.59434724847
1230430,23324.42247224847
1230431,23583.71934724847
1230432,23484.41379169291
1230433,23324.42247224847
1230434,23324.42247224847
1230435,23353.808632962755
1230436,23583.71934724847
1230437,23225.11691669291
1230438,23363.077934433342
1230439,23691.593279701883
1230440,23896.21934724847
1230441,23055.59434724847
1230442,22550.68556322204
1230443,59287.63910251971
1230446,53797.20938346074
1230447,61271.86832303618
1230448,23871.58608905392
1230457,41838.3945473956
1230458,37296.556781081235
1230463,25430.729225285504
1230464,15457.535474780638
1230477,17410.493418923943
1230481,28521.634045191633
1230495,50803.42186922769
1230496,53039.53390594828
1230498,42498.90783883991
1230499,35838.03378284513
1230502,28702.240325503226
1230503,23072.46500255958
1230513,30693.249725950744
1230514,13721.456989701477
1230519,32346.695543099624
1230520,33011.17967008375
1230521,28900.600666163296
1230522,28020.533162545013
1230523,26086.145028188206
1230529,8353.46909423776
1230530,9770.530873083915
1230533,54222.90938183194
1230534,29136.35722315372
1230536,19388.76532854329
1230538,10620.127654670323
1230544,24129.841945968044
1230549,32402.92970837801
1230554,17849.346857653538
1230555,39927.8793745241
1230557,7796.731630287066
1230559,63643.281683715606
1230560,26425.211235998046
1230566,27752.367863486346
1230567,20988.50992581725
1230568,22946.42975390121
1230570,36994.390847898336
1230571,13249.059831261362
1230572,30695.205626475297
1230573,30281.231009373198
1230574,37156.46085811333
1230575,19378.622298109527
1230576,26799.61701202994
1230577,28700.181747620074
1230582,31801.416538337264
1230583,32953.080276447305
1230584,37156.46085811333
1230585,25700.258642146895
1230591,8794.91732553022
1230597,14941.994985354457
1230598,9462.836514969593
1230611,37515.09559089861
1230613,45986.48291992235
1230615,11047.294441975506
1230617,26268.013861316293
1230618,9146.177259538494
1230619,9018.824716248451
1230620,9047.910143777792
1230634,43784.2152283561
1230635,46706.00529759198
1230636,12759.564127970185
1230637,8759.565775163315
1230646,54352.958752472594
1230650,69515.6814751894
1230653,25441.64070277813
1230654,12840.326466938408
1230662,13484.946846558789
1230668,21017.62322234358
1230669,20314.688971663832
1230670,22268.169211515855
1230671,20026.187344562586
1230673,35441.99951798381
1230676,28435.792214056644
1230677,29090.83643919958
1230678,32215.93290669734
1230693,31013.046395813995
1230697,11232.160901465097
1230700,11724.698358358186
1230701,12856.884012473103
1230706,44304.4904480629
1230708,35343.422969141146
1230710,28855.06751822169
1230711,36991.773737716314
1230712,25936.38500804751
1230715,13238.510030649177
1230716,31927.009342781395
1230718,11432.898844007299
1230740,26215.203028879012
1230742,10642.319361866568
1230746,12817.46903149525
1230752,18003.233592239987
1230754,11172.973511964901
1230756,25765.064192773178
1230757,10550.700230798222
1230760,11355.34124839514
1230761,11487.57652498645
1230762,14088.957875790784
1230767,9196.691314807782
1230789,45529.03274385949
1230792,12696.205732020602
1230810,53353.80333437483
1230812,58398.58236803232
1230822,68549.41376454428
1230826,58045.82267047437
1230885,26541.353076694115
1230886,22003.54345307081
1230887,15290.465830492287
1230888,29415.31948670053
1230891,30127.42288153243
1230894,31341.21614354905
1230905,23413.61696170616
1230909,32637.296360362634
1230953,13520.398025918437
1230966,41306.10605495818
1230983,36051.605324204735
1230986,56439.01251431
1230987,35021.65121385323
1230988,25814.77508651479
1230989,57360.47579642086
1231007,8810.035777974856
1231014,54615.07476460737
1231015,57792.17452041853
1231016,67763.22085308483
1231017,14254.22338468047
1231019,49224.78731505965
1231020,66033.63283619798
1231021,32327.227555431844
1231022,18243.201904868652
1231024,39330.95891219633
1231042,21111.632482727684
1231045,25625.883161966172
1231046,26237.855573460984
1231047,22449.990028595632
1231048,23193.015252452653
1231049,22797.15810959551
1231050,23725.940016108114
1231051,23725.940016108114
1231054,12753.983692847616
1231060,8676.232962218408
1231068,24941.297611863112
1231073,22023.618474802206
1231074,58425.89870199245
1231075,34552.13826689737
1231079,28127.170712430863
1231080,24776.96301164987
1231081,36642.687437149674
1231082,49155.98233551795
1231091,27970.707566336332
1231098,45875.8588628407
1231102,12409.65368385091
1231105,28480.648661573698
1231106,15723.431643833415
1231107,18834.76022484483
1231108,13685.999282343904
1231111,20424.396713376493
1231112,11392.46370410348
1231113,17079.453408675305
1231115,11479.8450777164
1231120,11880.63226501675
1231127,27278.878667084547
1231128,28562.94419000118
1231129,15410.815303795904
1231133,27114.64945159222
1231152,83971.35590431884
1231153,83776.1250496472
1231158,12529.032927175876
1231159,32581.52213370779
1231160,59589.91404469713
1231161,20618.59303091525
1231164,11289.900087021335
1231168,11860.411656670018
1231183,23025.68657609268
1231184,15515.804463587856
1231185,14902.386152184346
1231189,21851.301167997044
1231194,47001.068430913336
1231195,21822.997045042863
1231196,24687.47259187377
1231197,57027.673188309804
1231198,46753.71401168276
1231200,16058.37363261449
1231201,43007.900529758466
1231204,15147.387557673384
1231205,11887.552750465115
1231206,26138.398511909058
1231207,23368.233779578986
1231213,29740.12962141058
1231242,10226.167600833634
1231243,7981.1127081451
1231244,10125.97522805726
1231245,11551.691513428075
1231246,9334.008444199208
1231250,23900.843495746463
1231262,39294.79313411048
1231264,25531.940184886433
1231265,23629.541950574658
1231267,11330.542931679362
1231269,17950.741228754916
1231275,29524.163429127635
1231276,28271.104912459403
1231284,13651.582386481768
1231297,9140.22188498043
1231298,23582.814892581835
1231299,20682.996776368193
1231300,8680.333009900018
1231301,38907.39274273983
1231318,15705.578309291948
1231319,33627.72164123931
1231320,13489.588667016887
1231324,29388.71505805426
1231326,26814.08605304897
1231331,31089.41761905964
1231332,40675.43603605716
1231333,43365.61899325735
1231334,62522.928984564634
1231336,9050.252299145786
1231340,13274.117913595028
1231342,26087.733681936847
1231344,48821.96089357783
1231346,8188.499880984341
1231347,8918.459378550373
1231363,15527.186435239453
1231382,9192.022426343307
1231387,15333.885065098299
1231394,33494.30580690408
1231395,27493.171602235932
1231396,35901.53648748436
1231397,26835.00649161639
1231398,42157.02296346127
1231402,24580.771987203974
1231405,11462.987151908046
1231418,18046.580175869327
1231427,11398.582032674281
1231432,36479.89802596792
1231438,29597.631214865756
1231439,11032.353612922594
1231440,18320.986377863577
1231441,25857.827060549098
1231444,14685.839639367454
1231445,12646.532055003176
1231446,60931.78681123406
1231447,31710.514276197227
1231449,11533.211103723634
1231451,35762.409384182894
1231453,28387.969103472937
1231457,58941.601296504065
4244769,9197.23008468503
4245421,11982.667658565337
4245631,16542.743928811557
4245744,9020.906272573748
4245803,60296.055216444634
4245945,49457.99003445385
4245946,51286.4283720021
4245963,34875.13415071125
4245974,38478.01872883094
4245977,49866.32336778719
4246000,51346.03490624872
4246035,21246.78614599704
4246304,27556.37181595863
4246330,27390.7761769163
4246394,32242.27790523357
4246516,36211.26276190914
4247100,60056.404419538005
4247186,34744.13178537391
4247558,10178.754672470688
4247587,9642.231689349108
4247591,7812.920681884529
4247806,9283.99394605377
4247847,9636.101769270088
4247848,9857.643356552773
4248148,10649.60662882701
4248188,8376.190225258917
4248195,8497.087952531645
4248592,13218.671017578914
4248639,29433.059037690033
4248804,28970.389537694737
4249085,44226.20581367949
4249434,10852.014167704094
4249500,11645.184732037922
4249501,12435.043173298889
4249564,14597.091862648012
4249598,14386.454012014676
4249657,16028.403509947868
4249784,18300.821477592493
4249870,17855.192382275876
4249900,17445.69395790613
4250006,19309.76618561177
4250011,20734.403038643068
4250165,20305.16875066331
4250166,18841.96433769189
4250170,17619.261330683206
4250180,18762.70157967033
4250181,18045.8135440411
4250187,18660.717452686204
4250189,18045.8135440411
4250195,17554.082759254634
4250196,20143.14575324057
4250532,18409.431710152727
4250533,17536.45251836549
4250720,22634.48259246343
4250723,20018.159989010168
4250724,22301.18073726239
4250736,21532.020364875116
4250737,21470.82359440525
4250740,20133.312680521554
4250761,23234.209233475554
4251102,24771.697436541035
4251551,25816.553993557052
4251556,26955.362595673156
4251567,23027.676719880437
4251571,25694.3840670896
4251577,23027.676719880437
4251578,25694.3840670896
4251599,21276.317640041285
4251600,25658.659256714946
4251932,17446.376492294257
4252078,25777.39391598207
4252090,26187.57365454416
4252210,25289.827578929533
4252211,26738.772739740438
4252220,27554.11142349222
4252230,24810.79780753134
4252433,30033.30379426644
4252435,29669.86017100374
4252518,25518.466894216428
4252528,15173.652612705915
4252745,26712.907605079345
4252771,26339.689074337348
4253077,73626.6679052694
4253122,26075.503344722532
4253168,73625.77051577685
4253319,12645.540400969001
4253334,13035.672192317556
4253816,19279.784798546003
4253821,15406.20663017538
4254197,22287.42176991718
4254420,19209.290933259468
4254430,19393.421628952667
4254432,19384.716271809808
4255593,31711.8049503601
4256309,27744.640184430726
4256767,16260.12875040981
4256944,19861.740468436787
4256946,17574.038284019905
4256949,20441.215576661896
4257562,26923.03488087205
4257625,11272.602170720109
4257911,22880.55844737908
4258258,20472.915071428826
4258379,24528.544569266014
4258743,43953.838980411056
4258746,41640.53707398415
4259415,37783.990302035796
4259422,38932.72435307248
4259441,41665.67831398907
4259443,40759.08969169806
4259495,25509.06822585954
4259919,18893.95363247433
4260544,62981.616417852885
4261266,25624.639460144354
4261719,30266.946778009704
4261850,20327.034209170284
4262040,24890.044200080963
4262383,27622.147718040458
4262648,41028.74221415196
4263175,41511.932426459425
4263629,20618.544772192916
4263635,20388.548996432703
4263640,23376.019764848003
4263743,12824.437922414703
4263815,14433.846138784458
4263994,12964.405218359378
4264243,19134.298060395537
4264883,13459.63250946465
4264937,36014.850856520075
4265049,31848.294417662015
4265438,49663.24615279755
4265461,37668.38582159799
4265929,33291.44023017747
4265934,36774.225856520075
4266464,20862.247481204988
4266504,19741.801051657698
4266674,60105.98324619996
4266675,64146.88089296109
4266764,25098.193348490175
4266861,34594.8358281403
4266946,8328.076845201796
4267214,19187.66543505514
4267312,19306.284604789347
4267490,28788.553063777043
4267760,30057.659525518364
4267763,29594.160713448295
4267780,32692.77804380563
4268060,50529.77404284313
4268061,58493.74421192843
4268197,27121.016517387838
4268315,15403.403745928395
4268505,39405.06758755735
4268714,7101.826397565285
4268732,8608.272799113603
4269337,35161.42754855439
4269357,39794.216593315956
4269612,19952.97317728085
4269613,20201.650966842863
4269930,33176.71105622427
4270060,10999.869922044687
4270062,10900.95176380562
4270063,10604.567281200167
4270064,9145.965654999698
4270066,9618.850485027035
4270914,16610.435899240074
4270948,19281.8791379383
4271189,19467.644314019315
4271195,12981.173665038814
4271342,22896.452036439652
4272082,20624.574735662733
4272591,19935.20258302233
4273027,39893.21813237931
4273392,47674.40632418622
4273722,33887.30945210621
4273931,16632.401178609398
4274690,19901.56567886233
4274691,20154.364871628626
4274696,17038.507951362364
4274697,16941.458710774525
